interactionId,query_group_id,userId,courseId,timestamp,user_currentLevel,user_requiredLevel,user_skillGap,user_quizAttempts,user_averageQuizPercentage,user_jobRole,user_department,course_difficulty,course_durationHours,course_provider,context_relevanceScore,status,label
c3b3d409-62bd-475f-97b1-91120daadbc7,61933e86-788f-4e26-bfd0-a586f2a50629,USER_0,COURSE_60,2025-02-08T04:10:00,2,5,3,5,93.97884382870075,Analyst,Operations,advanced,31.415146288447332,NSSTA,77.23500283576294,enrolled,1
8a688614-788c-4acb-a34e-0e0df65565f2,61933e86-788f-4e26-bfd0-a586f2a50629,USER_0,COURSE_65,2025-02-08T04:15:00,2,5,3,5,93.97884382870075,Analyst,Operations,beginner,13.69058822821144,NSSTA,88.46968533548747,dismissed,0
50017315-f6ca-46d6-8817-4685627941d4,61933e86-788f-4e26-bfd0-a586f2a50629,USER_0,COURSE_47,2025-02-08T04:45:00,2,5,3,5,93.97884382870075,Analyst,Operations,beginner,15.416523786394773,ARAMBH Platform Catalog,82.34121649035767,completed,1
5ce31129-de5f-4795-aa93-c5c185ffa273,61933e86-788f-4e26-bfd0-a586f2a50629,USER_0,COURSE_42,2025-02-08T05:03:00,2,5,3,5,93.97884382870075,Analyst,Operations,beginner,38.899501226117465,iGOT,79.89911674149364,completed,1
e1a257c2-bd97-4bf3-9a39-c2bbb7f2cf13,61933e86-788f-4e26-bfd0-a586f2a50629,USER_0,COURSE_124,2025-02-08T05:05:00,2,5,3,5,93.97884382870075,Analyst,Operations,intermediate,25.64165127462217,ARAMBH Platform Catalog,79.65736377571238,enrolled,1
78a5e35d-79f5-4cf2-9ab2-8dac6429d2d1,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_43,2025-01-04T00:00:00,4,5,1,5,76.34648916141323,Director,Operations,intermediate,6.775390268182596,ARAMBH Platform Catalog,58.25067080502103,recommended,0
af46d51a-2544-463a-a22e-0825a013f373,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_46,2025-01-04T00:23:00,4,5,1,5,76.34648916141323,Director,Operations,intermediate,18.463543418350575,iGOT,60.556632492531556,recommended,0
3d20b3b1-5ea9-48c0-8469-40cc10cb7b0f,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_52,2025-01-04T01:22:00,4,5,1,5,76.34648916141323,Director,Operations,intermediate,9.83333523271958,NSSTA,65.92207730662037,dismissed,0
60ac123d-c5d0-48ae-be33-1e7c80c1d5d4,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_54,2025-01-04T01:59:00,4,5,1,5,76.34648916141323,Director,Operations,advanced,27.35191456453195,ARAMBH Platform Catalog,58.259087145186896,enrolled,1
ce82f2d5-c666-4a72-a7c8-89cbef5e6f76,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_16,2025-01-04T02:34:00,4,5,1,5,76.34648916141323,Director,Operations,advanced,24.31809917363232,NSSTA,61.103424725649205,dismissed,0
c296121f-be80-494b-9337-d60a2c2f38f5,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_85,2025-01-04T03:18:00,4,5,1,5,76.34648916141323,Director,Operations,beginner,27.209019276512777,NSSTA,56.81747318675235,enrolled,1
99cc1c62-db41-4f97-87f0-d84722312687,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_77,2025-01-04T03:29:00,4,5,1,5,76.34648916141323,Director,Operations,advanced,28.14516207032395,iGOT,60.28463210435388,completed,1
83f76c98-9357-4935-80ce-c97d8c726872,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_78,2025-01-04T03:39:00,4,5,1,5,76.34648916141323,Director,Operations,intermediate,39.61210015406627,iGOT,56.614048811733525,recommended,0
65dce550-5f8f-47ad-97af-ac0a541da886,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_137,2025-01-04T04:31:00,4,5,1,5,76.34648916141323,Director,Operations,advanced,5.336701809939902,NSSTA,62.07775370737115,enrolled,1
bc1dd6d3-bf70-4844-bad0-55519281d8d6,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_156,2025-01-04T04:54:00,4,5,1,5,76.34648916141323,Director,Operations,intermediate,7.428536184343037,ARAMBH Platform Catalog,53.17429661571599,dismissed,0
307afb0a-c977-49f2-8574-ae38362978c0,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_105,2025-01-04T05:51:00,4,5,1,5,76.34648916141323,Director,Operations,intermediate,20.62231408462342,ARAMBH Platform Catalog,56.44734960336896,dismissed,0
1b957b1b-df35-4320-b07d-d3634b87593f,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_130,2025-01-04T06:12:00,4,5,1,5,76.34648916141323,Director,Operations,intermediate,4.943784368788819,NSSTA,57.32879864018537,recommended,0
23b58aac-25bf-4aa8-abbe-c5af9684f7b2,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_128,2025-01-04T06:18:00,4,5,1,5,76.34648916141323,Director,Operations,beginner,35.62046312757369,NSSTA,60.75455481812535,dismissed,0
fd5ac5dd-bc46-4b46-a1da-86c1514de97e,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_107,2025-01-04T06:30:00,4,5,1,5,76.34648916141323,Director,Operations,beginner,23.845247669665067,NSSTA,57.73446205312456,dismissed,0
293b1a5d-aff0-43f6-902b-8eca013d1dc8,c0397dcf-9bff-4940-9c1d-d87c3b8f20cb,USER_1,COURSE_115,2025-01-04T06:59:00,4,5,1,5,76.34648916141323,Director,Operations,intermediate,35.22140852755506,ARAMBH Platform Catalog,57.53304625145055,completed,1
aaaaf489-7173-4a8a-960f-22fe97df0f49,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_6,2025-04-09T00:00:00,2,3,1,10,45.27325747240863,Analyst,IT,intermediate,16.59457789689496,NSSTA,61.54984330492353,recommended,0
f7162638-dd43-41a8-b63f-eeef0983ec58,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_25,2025-04-09T00:45:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,13.128310546910825,ARAMBH Platform Catalog,62.609225548060586,completed,1
d79ce6fc-8c43-48be-b11b-01c6cd498378,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_27,2025-04-09T01:35:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,38.896771720175046,NSSTA,69.42691158007317,dismissed,0
465cd7f2-2817-41e5-9b88-9df3515db063,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_28,2025-04-09T02:21:00,2,3,1,10,45.27325747240863,Analyst,IT,intermediate,10.203411870209274,iGOT,55.35993516155863,enrolled,1
e5a47486-ff2d-4ad7-861a-3be7414f46b3,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_19,2025-04-09T03:09:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,22.165147243171692,ARAMBH Platform Catalog,65.77764794641178,enrolled,1
d9079d78-fa94-4b0b-9a88-507115057386,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_21,2025-04-09T03:51:00,2,3,1,10,45.27325747240863,Analyst,IT,intermediate,8.749911579832723,NSSTA,61.01697655025128,enrolled,1
e7ae703c-cc6a-4262-95d8-93b6bc73bb3d,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_23,2025-04-09T04:50:00,2,3,1,10,45.27325747240863,Analyst,IT,intermediate,37.12573426202061,iGOT,61.88088775641867,recommended,0
866d7286-c870-425e-b7c2-5ff2e76f0715,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_13,2025-04-09T05:09:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,26.838369089805298,iGOT,66.708747418758,recommended,0
a7f930f2-5cc9-4ea4-ad1d-8992049da94f,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_38,2025-04-09T05:47:00,2,3,1,10,45.27325747240863,Analyst,IT,advanced,34.56849274699739,NSSTA,51.640716934318476,dismissed,0
69b84118-8975-4e3f-8a45-91d1d754e47b,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_31,2025-04-09T06:31:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,20.83425695542341,iGOT,56.40784333690154,completed,1
14ccc5d7-15a8-4d00-93da-4b8526d6a976,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_70,2025-04-09T06:48:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,29.17563249519871,NSSTA,58.110383198574304,recommended,0
fe4cc5a9-3eaa-4123-b6a2-0c48ee5ea794,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_61,2025-04-09T07:13:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,36.04361335255609,iGOT,56.256776487423416,dismissed,0
8bef0adf-718a-4818-8b41-3704da4057c7,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_59,2025-04-09T07:45:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,28.313955368938082,NSSTA,62.7637887249235,enrolled,1
03576644-fdd9-4d57-9935-15893aad664f,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_55,2025-04-09T08:23:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,22.116470979275068,iGOT,58.355158330012785,dismissed,0
0b8c69b3-06c8-440b-8c15-1c53741208fa,8cbaaeb8-6c41-4a7d-8e87-b42243d8a2ad,USER_2,COURSE_50,2025-04-09T08:28:00,2,3,1,10,45.27325747240863,Analyst,IT,beginner,8.274221905594315,ARAMBH Platform Catalog,63.047630226043005,dismissed,0
96e90253-abb7-492b-82ad-b973a8ddf480,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_3,2025-02-02T00:00:00,4,5,1,2,71.47068337421528,Director,Statistics,beginner,29.157952118406165,iGOT,52.22313133079379,dismissed,0
fe87a8d9-3726-4c07-a537-d3652b5ecdd9,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_4,2025-02-02T00:58:00,4,5,1,2,71.47068337421528,Director,Statistics,beginner,39.69625081235748,ARAMBH Platform Catalog,59.61777436385751,dismissed,0
e9c09892-ec07-48d4-bd7e-952abc627d54,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_7,2025-02-02T01:39:00,4,5,1,2,71.47068337421528,Director,Statistics,beginner,25.117054363990405,NSSTA,56.22308211328128,recommended,0
aa82b6c1-3679-4c27-b768-9c3d5cedc55a,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_35,2025-02-02T02:17:00,4,5,1,2,71.47068337421528,Director,Statistics,intermediate,34.98696301732099,iGOT,62.5668628431901,recommended,0
f847a64d-69c7-40cb-a2c3-96385c7b891e,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_36,2025-02-02T02:28:00,4,5,1,2,71.47068337421528,Director,Statistics,intermediate,32.49016605139844,ARAMBH Platform Catalog,53.12192142159625,enrolled,1
3661ff8b-bee8-4745-ba37-27c0c802ae9d,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_37,2025-02-02T02:56:00,4,5,1,2,71.47068337421528,Director,Statistics,beginner,9.889471339135726,iGOT,61.549187965999614,dismissed,0
7d036653-4f80-45dd-bc28-9dadab058adf,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_17,2025-02-02T03:11:00,4,5,1,2,71.47068337421528,Director,Statistics,beginner,2.763864267510985,ARAMBH Platform Catalog,63.30551388840587,recommended,0
b43fa9aa-e5b7-417b-b384-7d592b007875,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_14,2025-02-02T03:52:00,4,5,1,2,71.47068337421528,Director,Statistics,intermediate,22.321700894387906,iGOT,57.2650695827228,enrolled,1
b53b93f5-edad-4973-8dc7-4e8e95e8c418,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_68,2025-02-02T03:59:00,4,5,1,2,71.47068337421528,Director,Statistics,advanced,19.982943965418748,NSSTA,56.62456210519755,enrolled,1
aac355f2-fcf1-4819-aab7-625ebf27e6b8,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_64,2025-02-02T04:04:00,4,5,1,2,71.47068337421528,Director,Statistics,beginner,39.78384104182201,ARAMBH Platform Catalog,63.05996315957244,recommended,0
62238bca-8c7e-4743-989f-c746cb7d0be9,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_48,2025-02-02T04:25:00,4,5,1,2,71.47068337421528,Director,Statistics,beginner,25.659927393149598,iGOT,51.37162873312448,dismissed,0
e704cb28-5988-4480-8c33-8d1553dcd5b9,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_49,2025-02-02T04:46:00,4,5,1,2,71.47068337421528,Director,Statistics,intermediate,4.521301032121924,ARAMBH Platform Catalog,56.17468833544537,recommended,0
13e0cb8c-ac7a-4725-ab8d-243f32705c94,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_39,2025-02-02T04:47:00,4,5,1,2,71.47068337421528,Director,Statistics,intermediate,17.27902912280238,ARAMBH Platform Catalog,65.84704116078231,completed,1
55f70974-c37f-43ba-9262-a022c95d9dbc,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_146,2025-02-02T05:11:00,4,5,1,2,71.47068337421528,Director,Statistics,beginner,39.83742362614546,iGOT,56.9746660594263,completed,1
9ea8971d-3095-4a18-8f3b-dc0296d82731,02349e11-1591-44ed-b27f-16747be2bed6,USER_3,COURSE_154,2025-02-02T06:06:00,4,5,1,2,71.47068337421528,Director,Statistics,beginner,37.68074125827995,NSSTA,63.67000192406779,recommended,0
ed541e0b-55b3-4553-8231-3043d4939434,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_1,2025-04-06T00:00:00,2,5,3,10,91.93042755363882,Manager,IT,beginner,7.0837862931119036,NSSTA,89.42738360633145,completed,1
56ed75fb-9591-4ba1-8b75-0a759f2bec56,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_32,2025-04-06T00:41:00,2,5,3,10,91.93042755363882,Manager,IT,beginner,17.00493399838956,NSSTA,79.33652889236464,enrolled,1
2bffd0d9-e895-49a4-b6a3-06b4df1b05c6,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_33,2025-04-06T01:16:00,2,5,3,10,91.93042755363882,Manager,IT,beginner,4.002216483322927,NSSTA,79.69190977603864,dismissed,0
1683e595-09f6-4a93-b111-0fe591a568c4,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_20,2025-04-06T01:19:00,2,5,3,10,91.93042755363882,Manager,IT,advanced,3.907475103511062,NSSTA,86.14525153173808,enrolled,1
d4748da7-a052-4e0e-884b-40cf4b0e186d,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_18,2025-04-06T02:06:00,2,5,3,10,91.93042755363882,Manager,IT,beginner,33.32076285692524,iGOT,79.47106062203942,enrolled,1
57cbe5ed-7d49-486b-89e2-6a055f579c21,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_15,2025-04-06T02:48:00,2,5,3,10,91.93042755363882,Manager,IT,advanced,31.230180111083467,iGOT,88.15461568811816,recommended,0
bbb8ed45-4d1b-4922-b06f-0fe33e6e5005,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_11,2025-04-06T03:18:00,2,5,3,10,91.93042755363882,Manager,IT,beginner,10.399993175014457,NSSTA,90.01453670063333,recommended,0
b87524b6-8a25-4e4b-8fe6-1ea8c3f8f5d4,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_9,2025-04-06T03:49:00,2,5,3,10,91.93042755363882,Manager,IT,beginner,1.5173334852347946,ARAMBH Platform Catalog,78.97890316087945,recommended,0
d71d77c5-0f1c-4e6a-817b-0e5dbfeaf467,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_63,2025-04-06T04:11:00,2,5,3,10,91.93042755363882,Manager,IT,beginner,12.909190553431344,iGOT,83.43966486025714,recommended,0
00cc54c1-2cef-4154-8df7-0c1b21191888,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_45,2025-04-06T04:41:00,2,5,3,10,91.93042755363882,Manager,IT,beginner,25.73970244335319,iGOT,76.93508364364655,completed,1
9067113d-0eed-4dbd-854f-b7a3e62c7bd6,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_142,2025-04-06T05:13:00,2,5,3,10,91.93042755363882,Manager,IT,advanced,1.4740245129028373,ARAMBH Platform Catalog,76.99027779032411,completed,1
11367174-5df5-45f2-a0f5-c0893cf5f756,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_155,2025-04-06T06:05:00,2,5,3,10,91.93042755363882,Manager,IT,intermediate,17.311478415334136,iGOT,76.83384301642512,completed,1
90b5f6db-f303-4321-b78e-092c969167ac,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_106,2025-04-06T06:49:00,2,5,3,10,91.93042755363882,Manager,IT,intermediate,25.01819541120664,NSSTA,73.25113465309384,recommended,0
358ed325-6aee-4a0d-a96e-4f68368ba2a3,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_126,2025-04-06T07:16:00,2,5,3,10,91.93042755363882,Manager,IT,intermediate,31.871582705308093,ARAMBH Platform Catalog,88.84084646529891,enrolled,1
74f34589-d9ef-43fb-958f-bf1479ff9131,0eb35418-c3aa-48bc-b885-6fd8f459ac56,USER_4,COURSE_127,2025-04-06T07:20:00,2,5,3,10,91.93042755363882,Manager,IT,advanced,38.995680132842,iGOT,90.07115237238995,completed,1
38c89d97-5930-467e-8c12-ca94c8a7e5bc,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_3,2025-03-23T00:00:00,1,4,3,1,73.40577358083578,Manager,HR,beginner,29.157952118406165,iGOT,83.18738735974553,enrolled,1
6d0b7cdc-fd2d-4af5-843e-22c9895d022e,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_4,2025-03-23T00:08:00,1,4,3,1,73.40577358083578,Manager,HR,beginner,39.69625081235748,ARAMBH Platform Catalog,75.30016085424967,enrolled,1
41c138d6-020d-424f-b862-02875701c952,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_7,2025-03-23T00:51:00,1,4,3,1,73.40577358083578,Manager,HR,beginner,25.117054363990405,NSSTA,82.3832552040028,dismissed,0
3cd9a60c-fba1-483c-838c-cb0c2ab08607,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_35,2025-03-23T01:22:00,1,4,3,1,73.40577358083578,Manager,HR,intermediate,34.98696301732099,iGOT,75.94553031899875,dismissed,0
3442d2c8-0f2f-44fa-bd9d-7c24c4fa5a55,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_36,2025-03-23T01:43:00,1,4,3,1,73.40577358083578,Manager,HR,intermediate,32.49016605139844,ARAMBH Platform Catalog,81.83407021642721,recommended,0
83fc7565-329b-4bcd-8d93-9149e1f68509,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_37,2025-03-23T02:17:00,1,4,3,1,73.40577358083578,Manager,HR,beginner,9.889471339135726,iGOT,80.75701523975866,recommended,0
c247e058-f4af-409f-993e-09bb34f75533,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_17,2025-03-23T03:02:00,1,4,3,1,73.40577358083578,Manager,HR,beginner,2.763864267510985,ARAMBH Platform Catalog,81.49225906990719,enrolled,1
b34bd222-0d18-4eb5-a91f-d4d0b114627b,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_14,2025-03-23T03:54:00,1,4,3,1,73.40577358083578,Manager,HR,intermediate,22.321700894387906,iGOT,73.9360546344078,enrolled,1
5a4e36c5-0d0a-4046-b02c-c5eb4055bcc5,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_68,2025-03-23T04:09:00,1,4,3,1,73.40577358083578,Manager,HR,advanced,19.982943965418748,NSSTA,83.6194068273964,dismissed,0
c83902a0-a72b-4e20-8381-d88436f90575,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_64,2025-03-23T04:24:00,1,4,3,1,73.40577358083578,Manager,HR,beginner,39.78384104182201,ARAMBH Platform Catalog,75.37889641362408,recommended,0
27af1253-4601-4d3a-be58-d8428474a8f3,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_48,2025-03-23T04:50:00,1,4,3,1,73.40577358083578,Manager,HR,beginner,25.659927393149598,iGOT,85.02701387414992,dismissed,0
0f500e59-d835-48c9-8dbe-e4e06502ca82,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_49,2025-03-23T05:45:00,1,4,3,1,73.40577358083578,Manager,HR,intermediate,4.521301032121924,ARAMBH Platform Catalog,90.24315765398892,dismissed,0
fa3c3452-34e1-46d1-a345-e66844eedc55,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_39,2025-03-23T05:51:00,1,4,3,1,73.40577358083578,Manager,HR,intermediate,17.27902912280238,ARAMBH Platform Catalog,74.3266733505928,recommended,0
bf6e09ab-57ab-4b0a-852c-d52a1088bb3f,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_146,2025-03-23T06:15:00,1,4,3,1,73.40577358083578,Manager,HR,beginner,39.83742362614546,iGOT,85.47058729542168,enrolled,1
a4301025-6a31-4aba-b940-213ebd8e2da0,312dfd20-2ae5-40ae-84a8-c626ab2b1997,USER_5,COURSE_154,2025-03-23T06:41:00,1,4,3,1,73.40577358083578,Manager,HR,beginner,37.68074125827995,NSSTA,77.26711843876771,recommended,0
b94cca47-9fad-4231-b0be-a89a30999717,8a70a488-21fb-4d38-911d-5e61e21aaba8,USER_6,COURSE_43,2025-01-13T00:00:00,1,5,4,5,98.07964399025406,Specialist,Operations,intermediate,6.775390268182596,ARAMBH Platform Catalog,85.92621998588226,enrolled,1
b395141a-1480-4982-9cfb-b782fe679974,8a70a488-21fb-4d38-911d-5e61e21aaba8,USER_6,COURSE_46,2025-01-13T00:22:00,1,5,4,5,98.07964399025406,Specialist,Operations,intermediate,18.463543418350575,iGOT,90.88075225943847,dismissed,0
539bd847-22c0-4c9c-91ec-41cbda150efe,8a70a488-21fb-4d38-911d-5e61e21aaba8,USER_6,COURSE_52,2025-01-13T00:24:00,1,5,4,5,98.07964399025406,Specialist,Operations,intermediate,9.83333523271958,NSSTA,84.42588906323793,enrolled,1
41c73fab-46da-4c11-a5b9-e0234eb459e3,8a70a488-21fb-4d38-911d-5e61e21aaba8,USER_6,COURSE_54,2025-01-13T00:35:00,1,5,4,5,98.07964399025406,Specialist,Operations,advanced,27.35191456453195,ARAMBH Platform Catalog,95.98455474380677,enrolled,1
48cb16fb-f8f8-4f92-be72-e9bfd18ca855,8a70a488-21fb-4d38-911d-5e61e21aaba8,USER_6,COURSE_16,2025-01-13T00:42:00,1,5,4,5,98.07964399025406,Specialist,Operations,advanced,24.31809917363232,NSSTA,89.45488290018268,dismissed,0
a6ab6d85-9584-4c5a-9982-d2c72e4ff84b,8a70a488-21fb-4d38-911d-5e61e21aaba8,USER_6,COURSE_85,2025-01-13T00:56:00,1,5,4,5,98.07964399025406,Specialist,Operations,beginner,27.209019276512777,NSSTA,90.1718765451323,completed,1
a4ff7db5-f627-4af9-b90c-70c4da2cd83b,8a70a488-21fb-4d38-911d-5e61e21aaba8,USER_6,COURSE_77,2025-01-13T01:12:00,1,5,4,5,98.07964399025406,Specialist,Operations,advanced,28.14516207032395,iGOT,84.48407809383453,completed,1
8295dac3-b176-478b-bc07-23aaa6587e20,8a70a488-21fb-4d38-911d-5e61e21aaba8,USER_6,COURSE_78,2025-01-13T01:24:00,1,5,4,5,98.07964399025406,Specialist,Operations,intermediate,39.61210015406627,iGOT,94.10276751443948,enrolled,1
82af33c8-72c6-472a-99bb-c9198ad70ca3,8a70a488-21fb-4d38-911d-5e61e21aaba8,USER_6,COURSE_137,2025-01-13T01:29:00,1,5,4,5,98.07964399025406,Specialist,Operations,advanced,5.336701809939902,NSSTA,92.02901691767876,recommended,0
